target	textid	text	pair	condition
non-entailment	14071	After the managers fought the senator mentioned the artist .	The managers fought the senator .	subsequence
non-entailment	14072	Although the lawyers paid the judge believed the managers .	The lawyers paid the judge .	subsequence
non-entailment	14073	While the manager presented the actor called the judge .	The manager presented the actor .	subsequence
non-entailment	14074	Although the athletes hid the scientists shouted .	The athletes hid the scientists .	subsequence
non-entailment	14075	While the banker moved the president called the senators .	The banker moved the president .	subsequence
non-entailment	14076	Since the artists hid the scientist performed .	The artists hid the scientist .	subsequence
non-entailment	14077	After the bankers fought the manager arrived .	The bankers fought the manager .	subsequence
non-entailment	14078	After the student hid the judge recognized the scientists .	The student hid the judge .	subsequence
non-entailment	14079	Although the secretary moved the scientists encouraged the tourists .	The secretary moved the scientists .	subsequence
non-entailment	14080	When the tourist moved the artist introduced the athletes .	The tourist moved the artist .	subsequence
non-entailment	14081	Because the artist paid the senator thanked the author .	The artist paid the senator .	subsequence
non-entailment	14082	Although the manager paid the authors mentioned the judge .	The manager paid the authors .	subsequence
non-entailment	14083	While the banker hid the doctor resigned .	The banker hid the doctor .	subsequence
non-entailment	14084	Since the scientists studied the student mentioned the manager .	The scientists studied the student .	subsequence
non-entailment	14085	Before the judges stopped the artist shouted .	The judges stopped the artist .	subsequence
non-entailment	14086	When the judge presented the secretary called the artists .	The judge presented the secretary .	subsequence
non-entailment	14087	Because the lawyer moved the artist arrived .	The lawyer moved the artist .	subsequence
non-entailment	14088	While the manager moved the lawyer shouted .	The manager moved the lawyer .	subsequence
non-entailment	14089	Since the secretaries hid the tourists supported the actor .	The secretaries hid the tourists .	subsequence
non-entailment	14090	Before the president hid the professor shouted .	The president hid the professor .	subsequence
non-entailment	14091	Since the students hid the presidents called the artists .	The students hid the presidents .	subsequence
non-entailment	14092	After the tourist presented the artists saw the lawyers .	The tourist presented the artists .	subsequence
non-entailment	14093	Because the lawyers stopped the bankers admired the tourist .	The lawyers stopped the bankers .	subsequence
